
 *******************************************************************************

EXEMPLO 3D ESTATICO SUPERFÍCIE TRUNCADA SEM INCLINAÇÃO (960 ELS. CTES.)    


DADOS

  NÚMERO DE ELEMENTOS DA MALHA=  960
  NÚMERO DE ELEMENTOS DE CONTORNO=  400
  NÚMERO DE PONTOS EXTREMOS DOS ELEMENTOS=  962
  NÚMERO DE PONTOS INTERNOS=  10
  NÚMERO DE PONTOS DE GAUSS=   8
  NÚMERO DE FREQÜÊNCIAS=   1
  MÓDULO DE CISALHAMENTO (REAL)=  0.1000000D+01
  COEFICIENTE DE POISSON=  0.3000000D+00
  COEFICIENTE DE AMORTECIMENTO=  0.0000000D+00
  DENSIDADE DE MASSA=  0.1000000D+01


DADOS DERIVADOS

  MÓDULO DE CISALHAMENTO (COMPLEXO)=  0.1000000D+01 0.0000000D+00
  VELOCIDADE DA ONDA-S (COMPLEXO)=  0.1000000D+01 0.0000000D+00
  VELOCIDADE DA ONDA-P (COMPLEXO)=  0.1870829D+01 0.0000000D+00

  FREQUENCIAS

   0.1000000D+01


  COORDENADAS DOS PONTOS EXTREMOS DOS ELEMENTOS DA MALHA

    PONTO          X                  Y                  Z
     413     -0.8881800D-15      0.4000000D+01      0.0000000D+00
     414      0.5000000D+00      0.4000000D+01      0.0000000D+00
     415      0.1000000D+01      0.4000000D+01      0.0000000D+00
     416      0.1500000D+01      0.4000000D+01      0.0000000D+00
     417      0.2000000D+01      0.4000000D+01      0.0000000D+00
     418      0.2500000D+01      0.4000000D+01      0.0000000D+00
     419      0.3000000D+01      0.4000000D+01      0.0000000D+00
     420      0.3500000D+01      0.4000000D+01      0.0000000D+00
     421      0.4000000D+01      0.4000000D+01      0.0000000D+00
     422      0.4500000D+01      0.4000000D+01      0.0000000D+00
     423     -0.4500000D+01      0.4500000D+01      0.0000000D+00
     424     -0.4000000D+01      0.4500000D+01      0.0000000D+00
     425     -0.3500000D+01      0.4500000D+01      0.0000000D+00
     426     -0.3000000D+01      0.4500000D+01      0.0000000D+00
     427     -0.2500000D+01      0.4500000D+01      0.0000000D+00
     428     -0.2000000D+01      0.4500000D+01      0.0000000D+00
     429     -0.1500000D+01      0.4500000D+01      0.0000000D+00
     430     -0.1000000D+01      0.4500000D+01      0.0000000D+00
     431     -0.5000000D+00      0.4500000D+01      0.0000000D+00
     432     -0.8881800D-15      0.4500000D+01      0.0000000D+00
     433      0.5000000D+00      0.4500000D+01      0.0000000D+00
     434      0.1000000D+01      0.4500000D+01      0.0000000D+00
     435      0.1500000D+01      0.4500000D+01      0.0000000D+00
     436      0.2000000D+01      0.4500000D+01      0.0000000D+00
     437      0.2500000D+01      0.4500000D+01      0.0000000D+00
     438      0.3000000D+01      0.4500000D+01      0.0000000D+00
     439      0.3500000D+01      0.4500000D+01      0.0000000D+00
     440      0.4000000D+01      0.4500000D+01      0.0000000D+00
     441      0.4500000D+01      0.4500000D+01      0.0000000D+00
     442      0.1500000D+02      0.1500000D+02      0.0000000D+00
     443      0.1500000D+02     -0.1500000D+02      0.0000000D+00
     444      0.1500000D+02      0.1350000D+02      0.0000000D+00
     445      0.1500000D+02      0.1200000D+02      0.0000000D+00
     446      0.1500000D+02      0.1050000D+02      0.0000000D+00
     447      0.1500000D+02      0.9000000D+01      0.0000000D+00
     448      0.1500000D+02      0.7500000D+01      0.0000000D+00
     449      0.1500000D+02      0.6000000D+01      0.0000000D+00
     450      0.1500000D+02      0.4500000D+01      0.0000000D+00
     451      0.1500000D+02      0.3000000D+01      0.0000000D+00
     452      0.1500000D+02      0.1500000D+01      0.0000000D+00
     453      0.1500000D+02      0.8881800D-15      0.0000000D+00
     454      0.1500000D+02     -0.1500000D+01      0.0000000D+00
     455      0.1500000D+02     -0.3000000D+01      0.0000000D+00
     456      0.1500000D+02     -0.4500000D+01      0.0000000D+00
     457      0.1500000D+02     -0.6000000D+01      0.0000000D+00
     458      0.1500000D+02     -0.7500000D+01      0.0000000D+00
     459      0.1500000D+02     -0.9000000D+01      0.0000000D+00
     460      0.1500000D+02     -0.1050000D+02      0.0000000D+00
     461      0.1500000D+02     -0.1200000D+02      0.0000000D+00
     462      0.1500000D+02     -0.1350000D+02      0.0000000D+00
     463     -0.1500000D+02      0.1500000D+02      0.0000000D+00
     464     -0.1350000D+02      0.1500000D+02      0.0000000D+00
     465     -0.1200000D+02      0.1500000D+02      0.0000000D+00
     466     -0.1050000D+02      0.1500000D+02      0.0000000D+00
     467     -0.9000000D+01      0.1500000D+02      0.0000000D+00
     468     -0.7500000D+01      0.1500000D+02      0.0000000D+00
     469     -0.6000000D+01      0.1500000D+02      0.0000000D+00
     470     -0.4500000D+01      0.1500000D+02      0.0000000D+00
     471     -0.3000000D+01      0.1500000D+02      0.0000000D+00
     472     -0.1500000D+01      0.1500000D+02      0.0000000D+00
     473     -0.8881800D-15      0.1500000D+02      0.0000000D+00
     474      0.1500000D+01      0.1500000D+02      0.0000000D+00
     475      0.3000000D+01      0.1500000D+02      0.0000000D+00
     476      0.4500000D+01      0.1500000D+02      0.0000000D+00
     477      0.6000000D+01      0.1500000D+02      0.0000000D+00
     478      0.7500000D+01      0.1500000D+02      0.0000000D+00
     479      0.9000000D+01      0.1500000D+02      0.0000000D+00
     480      0.1050000D+02      0.1500000D+02      0.0000000D+00
     481      0.1200000D+02      0.1500000D+02      0.0000000D+00
     482      0.1350000D+02      0.1500000D+02      0.0000000D+00
     483     -0.1500000D+02     -0.1500000D+02      0.0000000D+00
     484     -0.1500000D+02     -0.1350000D+02      0.0000000D+00
     485     -0.1500000D+02     -0.1200000D+02      0.0000000D+00
     486     -0.1500000D+02     -0.1050000D+02      0.0000000D+00
     487     -0.1500000D+02     -0.9000000D+01      0.0000000D+00
     488     -0.1500000D+02     -0.7500000D+01      0.0000000D+00
     489     -0.1500000D+02     -0.6000000D+01      0.0000000D+00
     490     -0.1500000D+02     -0.4500000D+01      0.0000000D+00
     491     -0.1500000D+02     -0.3000000D+01      0.0000000D+00
     492     -0.1500000D+02     -0.1500000D+01      0.0000000D+00
     493     -0.1500000D+02     -0.8881800D-15      0.0000000D+00
     494     -0.1500000D+02      0.1500000D+01      0.0000000D+00
     495     -0.1500000D+02      0.3000000D+01      0.0000000D+00
     496     -0.1500000D+02      0.4500000D+01      0.0000000D+00
     497     -0.1500000D+02      0.6000000D+01      0.0000000D+00
     498     -0.1500000D+02      0.7500000D+01      0.0000000D+00
     499     -0.1500000D+02      0.9000000D+01      0.0000000D+00
     500     -0.1500000D+02      0.1050000D+02      0.0000000D+00
     501     -0.1500000D+02      0.1200000D+02      0.0000000D+00
     502     -0.1500000D+02      0.1350000D+02      0.0000000D+00
     503      0.1350000D+02     -0.1500000D+02      0.0000000D+00
     504      0.1200000D+02     -0.1500000D+02      0.0000000D+00
     505      0.1050000D+02     -0.1500000D+02      0.0000000D+00
     506      0.9000000D+01     -0.1500000D+02      0.0000000D+00
     507      0.7500000D+01     -0.1500000D+02      0.0000000D+00
     508      0.6000000D+01     -0.1500000D+02      0.0000000D+00
     509      0.4500000D+01     -0.1500000D+02      0.0000000D+00
     510      0.3000000D+01     -0.1500000D+02      0.0000000D+00
     511      0.1500000D+01     -0.1500000D+02      0.0000000D+00
     512      0.8881800D-15     -0.1500000D+02      0.0000000D+00
     513     -0.1500000D+01     -0.1500000D+02      0.0000000D+00
     514     -0.3000000D+01     -0.1500000D+02      0.0000000D+00
     515     -0.4500000D+01     -0.1500000D+02      0.0000000D+00
     516     -0.6000000D+01     -0.1500000D+02      0.0000000D+00
     517     -0.7500000D+01     -0.1500000D+02      0.0000000D+00
     518     -0.9000000D+01     -0.1500000D+02      0.0000000D+00
     519     -0.1050000D+02     -0.1500000D+02      0.0000000D+00
     520     -0.1200000D+02     -0.1500000D+02      0.0000000D+00
     521     -0.1350000D+02     -0.1500000D+02      0.0000000D+00
     522      0.1500000D+02      0.1500000D+02      0.5000000D+01
     523      0.1500000D+02     -0.1500000D+02      0.5000000D+01
     524      0.1500000D+02      0.1350000D+02      0.5000000D+01
     525      0.1500000D+02      0.1200000D+02      0.5000000D+01
     526      0.1500000D+02      0.1050000D+02      0.5000000D+01
     527      0.1500000D+02      0.9000000D+01      0.5000000D+01
     528      0.1500000D+02      0.7500000D+01      0.5000000D+01
     529      0.1500000D+02      0.6000000D+01      0.5000000D+01
     530      0.1500000D+02      0.4500000D+01      0.5000000D+01
     531      0.1500000D+02      0.3000000D+01      0.5000000D+01
     532      0.1500000D+02      0.1500000D+01      0.5000000D+01
     533      0.1500000D+02      0.8881800D-15      0.5000000D+01
     534      0.1500000D+02     -0.1500000D+01      0.5000000D+01
     535      0.1500000D+02     -0.3000000D+01      0.5000000D+01
     536      0.1500000D+02     -0.4500000D+01      0.5000000D+01
     537      0.1500000D+02     -0.6000000D+01      0.5000000D+01
     538      0.1500000D+02     -0.7500000D+01      0.5000000D+01
     539      0.1500000D+02     -0.9000000D+01      0.5000000D+01
     540      0.1500000D+02     -0.1050000D+02      0.5000000D+01
     541      0.1500000D+02     -0.1200000D+02      0.5000000D+01
     542      0.1500000D+02     -0.1350000D+02      0.5000000D+01
     543     -0.1500000D+02      0.1500000D+02      0.5000000D+01
     544     -0.1350000D+02      0.1500000D+02      0.5000000D+01
     545     -0.1200000D+02      0.1500000D+02      0.5000000D+01
     546     -0.1050000D+02      0.1500000D+02      0.5000000D+01
     547     -0.9000000D+01      0.1500000D+02      0.5000000D+01
     548     -0.7500000D+01      0.1500000D+02      0.5000000D+01
     549     -0.6000000D+01      0.1500000D+02      0.5000000D+01
     550     -0.4500000D+01      0.1500000D+02      0.5000000D+01
     551     -0.3000000D+01      0.1500000D+02      0.5000000D+01
     552     -0.1500000D+01      0.1500000D+02      0.5000000D+01
     553     -0.8881800D-15      0.1500000D+02      0.5000000D+01
     554      0.1500000D+01      0.1500000D+02      0.5000000D+01
     555      0.3000000D+01      0.1500000D+02      0.5000000D+01
     556      0.4500000D+01      0.1500000D+02      0.5000000D+01
     557      0.6000000D+01      0.1500000D+02      0.5000000D+01
     558      0.7500000D+01      0.1500000D+02      0.5000000D+01
     559      0.9000000D+01      0.1500000D+02      0.5000000D+01
     560      0.1050000D+02      0.1500000D+02      0.5000000D+01
     561      0.1200000D+02      0.1500000D+02      0.5000000D+01
     562      0.1350000D+02      0.1500000D+02      0.5000000D+01
     563     -0.1500000D+02     -0.1500000D+02      0.5000000D+01
     564     -0.1500000D+02     -0.1350000D+02      0.5000000D+01
     565     -0.1500000D+02     -0.1200000D+02      0.5000000D+01
     566     -0.1500000D+02     -0.1050000D+02      0.5000000D+01
     567     -0.1500000D+02     -0.9000000D+01      0.5000000D+01
     568     -0.1500000D+02     -0.7500000D+01      0.5000000D+01
     569     -0.1500000D+02     -0.6000000D+01      0.5000000D+01
     570     -0.1500000D+02     -0.4500000D+01      0.5000000D+01
     571     -0.1500000D+02     -0.3000000D+01      0.5000000D+01
     572     -0.1500000D+02     -0.1500000D+01      0.5000000D+01
     573     -0.1500000D+02     -0.8881800D-15      0.5000000D+01
     574     -0.1500000D+02      0.1500000D+01      0.5000000D+01
     575     -0.1500000D+02      0.3000000D+01      0.5000000D+01
     576     -0.1500000D+02      0.4500000D+01      0.5000000D+01
     577     -0.1500000D+02      0.6000000D+01      0.5000000D+01
     578     -0.1500000D+02      0.7500000D+01      0.5000000D+01
     579     -0.1500000D+02      0.9000000D+01      0.5000000D+01
     580     -0.1500000D+02      0.1050000D+02      0.5000000D+01
     581     -0.1500000D+02      0.1200000D+02      0.5000000D+01
     582     -0.1500000D+02      0.1350000D+02      0.5000000D+01
     583      0.1350000D+02     -0.1500000D+02      0.5000000D+01
     584      0.1200000D+02     -0.1500000D+02      0.5000000D+01
     585      0.1050000D+02     -0.1500000D+02      0.5000000D+01
     586      0.9000000D+01     -0.1500000D+02      0.5000000D+01
     587      0.7500000D+01     -0.1500000D+02      0.5000000D+01
     588      0.6000000D+01     -0.1500000D+02      0.5000000D+01
     589      0.4500000D+01     -0.1500000D+02      0.5000000D+01
     590      0.3000000D+01     -0.1500000D+02      0.5000000D+01
     591      0.1500000D+01     -0.1500000D+02      0.5000000D+01
     592      0.8881800D-15     -0.1500000D+02      0.5000000D+01
     593     -0.1500000D+01     -0.1500000D+02      0.5000000D+01
     594     -0.3000000D+01     -0.1500000D+02      0.5000000D+01
     595     -0.4500000D+01     -0.1500000D+02      0.5000000D+01
     596     -0.6000000D+01     -0.1500000D+02      0.5000000D+01
     597     -0.7500000D+01     -0.1500000D+02      0.5000000D+01
     598     -0.9000000D+01     -0.1500000D+02      0.5000000D+01
     599     -0.1050000D+02     -0.1500000D+02      0.5000000D+01
     600     -0.1200000D+02     -0.1500000D+02      0.5000000D+01
     601     -0.1350000D+02     -0.1500000D+02      0.5000000D+01
     602      0.1350000D+02      0.1350000D+02      0.5000000D+01
     603      0.1350000D+02      0.1200000D+02      0.5000000D+01
     604      0.1350000D+02      0.1050000D+02      0.5000000D+01
     605      0.1350000D+02      0.9000000D+01      0.5000000D+01
     606      0.1350000D+02      0.7500000D+01      0.5000000D+01
     607      0.1350000D+02      0.6000000D+01      0.5000000D+01
     608      0.1350000D+02      0.4500000D+01      0.5000000D+01
     609      0.1350000D+02      0.3000000D+01      0.5000000D+01
     610      0.1350000D+02      0.1500000D+01      0.5000000D+01
     611      0.1350000D+02      0.8881800D-15      0.5000000D+01
     612      0.1350000D+02     -0.1500000D+01      0.5000000D+01
     613      0.1350000D+02     -0.3000000D+01      0.5000000D+01
     614      0.1350000D+02     -0.4500000D+01      0.5000000D+01
     615      0.1350000D+02     -0.6000000D+01      0.5000000D+01
     616      0.1350000D+02     -0.7500000D+01      0.5000000D+01
     617      0.1350000D+02     -0.9000000D+01      0.5000000D+01
     618      0.1350000D+02     -0.1050000D+02      0.5000000D+01
     619      0.1350000D+02     -0.1200000D+02      0.5000000D+01
     620      0.1350000D+02     -0.1350000D+02      0.5000000D+01
     621      0.1200000D+02      0.1350000D+02      0.5000000D+01
     622      0.1200000D+02      0.1200000D+02      0.5000000D+01
     623      0.1200000D+02      0.1050000D+02      0.5000000D+01
     624      0.1200000D+02      0.9000000D+01      0.5000000D+01
     625      0.1200000D+02      0.7500000D+01      0.5000000D+01
     626      0.1200000D+02      0.6000000D+01      0.5000000D+01
     627      0.1200000D+02      0.4500000D+01      0.5000000D+01
     628      0.1200000D+02      0.3000000D+01      0.5000000D+01
     629      0.1200000D+02      0.1500000D+01      0.5000000D+01
     630      0.1200000D+02      0.1110200D-15      0.5000000D+01
     631      0.1200000D+02     -0.1500000D+01      0.5000000D+01
     632      0.1200000D+02     -0.3000000D+01      0.5000000D+01
     633      0.1200000D+02     -0.4500000D+01      0.5000000D+01
     634      0.1200000D+02     -0.6000000D+01      0.5000000D+01
     635      0.1200000D+02     -0.7500000D+01      0.5000000D+01
     636      0.1200000D+02     -0.9000000D+01      0.5000000D+01
     637      0.1200000D+02     -0.1050000D+02      0.5000000D+01
     638      0.1200000D+02     -0.1200000D+02      0.5000000D+01
     639      0.1200000D+02     -0.1350000D+02      0.5000000D+01
     640      0.1050000D+02      0.1350000D+02      0.5000000D+01
     641      0.1050000D+02      0.1200000D+02      0.5000000D+01
     642      0.1050000D+02      0.1050000D+02      0.5000000D+01
     643      0.1050000D+02      0.9000000D+01      0.5000000D+01
     644      0.1050000D+02      0.7500000D+01      0.5000000D+01
     645      0.1050000D+02      0.6000000D+01      0.5000000D+01
     646      0.1050000D+02      0.4500000D+01      0.5000000D+01
     647      0.1050000D+02      0.3000000D+01      0.5000000D+01
     648      0.1050000D+02      0.1500000D+01      0.5000000D+01
     649      0.1050000D+02      0.1554300D-14      0.5000000D+01
     650      0.1050000D+02     -0.1500000D+01      0.5000000D+01
     651      0.1050000D+02     -0.3000000D+01      0.5000000D+01
     652      0.1050000D+02     -0.4500000D+01      0.5000000D+01
     653      0.1050000D+02     -0.6000000D+01      0.5000000D+01
     654      0.1050000D+02     -0.7500000D+01      0.5000000D+01
     655      0.1050000D+02     -0.9000000D+01      0.5000000D+01
     656      0.1050000D+02     -0.1050000D+02      0.5000000D+01
     657      0.1050000D+02     -0.1200000D+02      0.5000000D+01
     658      0.1050000D+02     -0.1350000D+02      0.5000000D+01
     659      0.9000000D+01      0.1350000D+02      0.5000000D+01
     660      0.9000000D+01      0.1200000D+02      0.5000000D+01
     661      0.9000000D+01      0.1050000D+02      0.5000000D+01
     662      0.9000000D+01      0.9000000D+01      0.5000000D+01
     663      0.9000000D+01      0.7500000D+01      0.5000000D+01
     664      0.9000000D+01      0.6000000D+01      0.5000000D+01
     665      0.9000000D+01      0.4500000D+01      0.5000000D+01
     666      0.9000000D+01      0.3000000D+01      0.5000000D+01
     667      0.9000000D+01      0.1500000D+01      0.5000000D+01
     668      0.9000000D+01     -0.4440900D-15      0.5000000D+01
     669      0.9000000D+01     -0.1500000D+01      0.5000000D+01
     670      0.9000000D+01     -0.3000000D+01      0.5000000D+01
     671      0.9000000D+01     -0.4500000D+01      0.5000000D+01
     672      0.9000000D+01     -0.6000000D+01      0.5000000D+01
     673      0.9000000D+01     -0.7500000D+01      0.5000000D+01
     674      0.9000000D+01     -0.9000000D+01      0.5000000D+01
     675      0.9000000D+01     -0.1050000D+02      0.5000000D+01
     676      0.9000000D+01     -0.1200000D+02      0.5000000D+01
     677      0.9000000D+01     -0.1350000D+02      0.5000000D+01
     678      0.7500000D+01      0.1350000D+02      0.5000000D+01
     679      0.7500000D+01      0.1200000D+02      0.5000000D+01
     680      0.7500000D+01      0.1050000D+02      0.5000000D+01
     681      0.7500000D+01      0.9000000D+01      0.5000000D+01
